,comments,score,sentiments
6820,Klo presiden ga bs hentikan tambang ini.mendingan bapak ngundurin dri j.msh bnyk org yg peduli kekayaan papua,1,positive
6821,"Sebentar lagi Geopark2 di Indonesia bakal ditambang, ky Geopark Ciletuh itu pasti ada emas nya",-1,negative
6822,Plis jgn menghancurkan surga Indonesia rakyat papua dan Indonesia tidak akan setuju dengan raja ampat raja ampat adalah surga kami,-1,negative
6823,wajah² laknat,-1,negative
6824,"Otaknya orang2 pinter belum tentu bener, yg merusak lingkungan otaknya sdh keblinger, eedaan bener para penguasa",-1,negative
6825,"Untuk apa kekayaannya alam Indonesia di keruk habis tapi rakyat tetap miskin & sengsara.. Yang menikmati hanya elit politik, pengusaha, pejabat, dkk.. Lucunya negeri ini..",-1,negative
6826,NKRI harga mati itu semboyan dulu waktu jaman penjajahan.sekarang udah merdeka lain lagi semboyannya NKRI .faktanya yg mengelola kekayaan alam Indonesia semuanya orang luar(asing).,-1,negative
6827,"Seluruh sumber daya Alam Indonesia di keruk habis2an oleh pengusaha dan pemerintah hasilnya tidak di berikan/kontribusi buat kesejahteraan rakyat tapi utk.memberikan keuntungan bagi perusahaan dan pemerintah dan kemudian di korupsi oleh oknum2 utk.memperkaya diri. Kasihan rakyat masih banyak yg miskin , bahkan utk.makan dan sekolah anak aja tidak mampu.",-1,negative
6828,Tangkap pengusaha tambang yg merusak lingkungan raja ampat,0,neutral
6829,Inilah salah satu penyebab KKB terus menerus melakukan perlawanan itu dikarenakan hasil bumi papua dikeruk habis tetapi tidak dinikmati rakyat papua... Jika pemerintah mengelola kekayaan papua dg baik dan bermanfaat untuk rakyat papua dan kemajuan bangsa saya yakin KKB akan bergabung dg Indonesia dengan sendirinya.,-1,negative
6830,Mau sampai kapan negara ini di rusak oleh oligarki.kemana rakyat ini apa tdk ada garakan utk serentak membumi hanguskan dan  meratakan rezim warisan zokowi ini.,-1,negative
6831,Omon omon kemana ya ...rakus semua,0,neutral
6832,Ingat banget waktu debat gibran paling kenceng bahas tentang hilirasi nikel. Sok²an atas nama bangsa & negara. Ini yaa hasilnya.,-1,negative
6833,Sgat sdih roh pejuang2 terdahulu  melihat  bangsa saat ini,1,positive
6834,Pemerintahan macam apa,-1,negative
6835,Di banyuwangi ada pertambangan emas gunung pitu. Pas tempat wisata pulau merah Pesanggaran juga udah hancur.. Masyarakat sekitar ngga dapat apa apa. Hanya bisa menyaksikan daerah nya hancur lebur...,-1,negative
6836,Ternyata sudah serusak itu,-1,negative
6837,"Pemerintah sebagai pemberi ijin harus bertanggung jawab atas kerusakan yang ditimbulkan, penghijauan kembali bekas tambang",-1,negative
6838,"Beginilah jika orang2 pada serakah.
Duitnya gak di tabung di Bank dalam negri.
Tapi kebanyakan duitnya di tabung di luar negri",1,positive
6839,"Kalau sesuai UUD 1945 yg bunyinya kurang lebih : Seluruh SDA dikelola negara dan digunakan SEBESAR-BESARNYA UNTUK KEMAKMURAN RAKYAT (dgn catatan TDK merusak lingkungan) sih gapapa.. 

TAPI...!!!! KENYATAANNYA HANYA UNTUK KEMAKMURAN PEJABAT DAN segelintir PENGUSAHA saja. Rakyat kebahagian ampas dan dampak lingkungannya... 

Bayangkan..!! RIBUAN HEKTAR... RIBUAN HEKTAR loh... ,mending suruh rakyat tambang manual.. dijamin, bakalan banyak rakyat kita yg kaya",-1,negative
6840,Rakus....😢,-1,negative
6841,"Yth Pk Pres, bersiksplh dg tegas, berbuatlah sesuatu.
Tambng jg smpe dikuasai oknum. Pem harus ambil alih, untuk ksejahteraan rakyt.",-1,negative
6842,Harus diberi hukuman berat pelaku tambang.kacau indonesia ini laut aja dijual.semua ulah oligarki dan pemerintah sebelumnya,-1,negative
6843,Pemerintah sebenarnya bisa menghentikan TPI terlalu mutermuter❤,1,positive
6844,HAI WARGA PAPUA DAN JUGA KKB....KALIAN HARUS HENTIKAN TAMBANG ITU...,-1,negative
6845,"Masya Allah 😢
Perusak Alam...",-1,negative
6846,Memalukan coookkk😂,1,positive
6847,Apakah benar joko widodo kekayaannya melebihi kekayaan 9 Naga Oligarki.,1,positive
6848,Ayo usut.. uangny lari kemana hadil bumi indnesia,0,neutral
6849,"Kemaruk bgt pejabat nya ,,udah mah janji2 doang tapi ga maju2.. ampun2 Indonesia luar biasa",-1,negative
6850,Kami dukung papua merdeka,1,positive
6851,"tamak, serakah",0,neutral
6852,"Hilirisasi.... hilirisasi gigi mu, pemerintah laknat.apa lagi yg belum kamu hancurkan hah.!!",-1,negative
6853,"Indonesia banyak kekayaan alam Nya ,knapa utang Indonesia semakin besar....",-1,negative
6854,Gubernurnya harus diperiksa donk,-1,negative
6855,Siapa aja tolong bunuh pemerintah sekarang,-1,negative
6856,"Up
Bantu Viralkan!!!!
Selamatkan Surga Negri ini!!!!",-1,negative
6857,Pemilu selanjutnya gw bersumpah ogah pilih dia,-1,negative
6858,"Mulai lagi asing ngiri, nga boleh Indonesia maju ,mrk anti hilirisasi, sdh beroperasi 2018 ?",-1,negative
6859,"Memilukan...
Memalukan...
😞😞😞",-1,negative
6860,"Pecat Bahlil napa sih.
Dia tuh ga ada manfaatnya",-1,negative
6861,"Indonesia memiliki SDA melimpah, tetapi taraf hidup Rakyat masih banyak yang miskin belum merdeka.",-1,negative
6862,Mening tutup aja GK ada manfaat nya bagi rakyat kecil tetap aja sengsara,-1,negative
6863,"Bnyak kasus masyarakat mnebang hutan hnya buat mkan di tangkap,di tuduh elegal loging merusak hutan",1,positive
6864,"PT GAG yg kaya raya,rakyat dapat rusaknya saja.Air laut kotor,air kali kotor semu arusak berantakan.",-1,negative
6865,Pemerintah dan pejabatnya sangat rakus..indonesia negeri kaya yg rakyatnya sengsara,-1,negative
6866,Aneh knp lokasi tambang ga punya amdal dari menteri LH,-1,negative
6867,"Woy orang papua lo jangan diem bae 
Ayo lawan wilayahmu lagi di rusak tu",-1,negative
6868,Penting cuan cuann 😂,0,neutral
6869,Tobat lh para penguasa hidup di dunia ga lama rukun lah dengan alam,-1,negative
6870,"benar2 rakus rezim jokoruptor ya , mentri² nya tukang maling smua",0,neutral
6871,KALAU MELIHAT SEPERTI INI. SANGAT WAJAR OPM BERJUANG MEMISAHKAN DIRI DARI INDONESIA.,-1,negative
6872,"Gk jelas lari kmn hasil tambang, perasaan rakyat gk menikmati hasilnya",-1,negative
6873,"Aihhh...semakin rusak, ya.... bumi Papua.... mungkin ini yang membuat Rakyat Papua marah....",-1,negative
6874,"Darindulu apa sengaja ya papua jarang dinperhatikan pemerintah.. ternyata di baliknya banyak kandungan alam yg bernilai.. 
Jika papua bisa jadi kota maju..kota besar , mungkin  mereka yg serakah tidak bebas dalam gerak ...",-1,negative
6875,Jika mereka tidak memberhentikan permanen krusakan di kalimantan dan papua . Ayo minta PBB untuk referendum pisah dgn negara konoha ini.,-1,negative
6876,S A V E. .. Raja Ampat..,0,neutral
6877,Wes podo tuwek kabeh arep bongko ae panggah numpuk bondo Donyo na'uzubillahiminzalik...trus anak cucu generasi bangsa piye jall...mikeerrr,-1,negative
6878,RAJA KODOK PERUSAK RAJA AMPAT ADILI JOKODOK,-1,negative
6879,"Pasal 33 ayat 3 = bumi , air dan kekayaan alam yang terkandung didalamnya dikuasai oleh oligarki dan di gunakan sepenuhnya untuk kemakmuran oligarki",-1,negative
6880,Opung LBP yg menerbitkan izin,-1,negative
6881,Ambil semua ambil,-1,negative
6882,2030 indonesia bubar,0,neutral
6883,ko saya mulai mengerti ya sama perjuangan opm😊,1,positive
6884,Negeri ini hasil bumi nya banyak  utang selangit rakyat menjerit karna perbuatan maling berdasi,-1,negative
6885,Papua Merdeka 💪💪💪,0,neutral
6886,merusak ekosistem...edan😅😅😅😅,1,positive
6887,"Habis hutan Sumatera,Kalimantan,Sulawesi..sekarang giliran Papua yg mereka gerogoti",1,positive
6888,Prabowo oh Prabowo mana kebijakan mu,1,positive
6889,"Hutan terbesar di Indonesia cuma ada di Papua, ketika pemerintah pusat Papua tidak memberikan kontribusi terhadap masyarakat, kesejahteraan untuk masyarakat papu setidaknya masyarakat menjaga alam semesta Papua sebagai hutan paru paru oksigen duniaaaa...😊",-1,negative
6890,Mantab.. keruk terusss,0,neutral
6891,Pemerintahan Indonesia bobrok,-1,negative
6892,"Siapa pemiliknya ya, tetapi baru tahu ada nama kapal tongkang dan tug boat yg aneh",-1,negative
6893,Itu tanah milik negara kok bisa diklaim milik orang,1,positive
6894,"Serakan ke NU aja....
pasti beres....",1,positive
6895,MY GOD...,1,positive
6896,Selagi Indonesia TDK berani mengadili presiden yg sudah jelas jelas merusak alam dan lingkungan hidup dan melakukan korupsi besar besaran bersama sama dgn group mereka maka jgn harap bangsa ini akan maju!!! Yg ada negara ini makin rusakkkk,-1,negative
6897,Nomor 3 dan 4 gak sesuai dengan judul!! Gak terungkap siapa pemiliknya!,0,neutral
6898,Ternyata jkw dan iriana 😂😂😂😂,1,positive
6899,Pak 0rabowo mohon bikin satgas pertambangan utk usut semua tambang2x di indonesia yg  merusak lingkungan dan usut pejabat yg memberi izin tambang itu,-1,negative
6900,dukung opm,1,positive
6901,Mereka perusahaan buatan BUMN. Catat ya adik2,1,positive
6902,Jual aja bumi ini sak dengan orang2 nya biar puas kau para penguasa...,1,positive
6903,"Rakyat papua dulu baru diiming-imingi  jalan mulus sudah sangat senang, padahal itu pancingan karena akan masuk para penambang2 asing mengeruk kekayaan alamnya. 
Banyaknya tambang di negara kita baik yg resmi maupun yg berizin terutama di Indonesia bagian timur tidak serta merta membuat rakyat ikut makmur, yg kelihatan tambah makmur baru orang2 tertentu.",0,neutral
6904,klo liat gini kadang2 suka kesel pengen memerdekakan bikin negara sediri tpi kekuatan cuman sebatas RT msa negara seluas RT cuman 14 KK,-1,negative
6905,Ngapain cina ikutan dpt pulau haduh. Rakyat harus berani maju,-1,negative
6906,"Izin bisa diatur, di konoho kan peraturan disesuaikan kepentingan.",0,neutral
6907,Ayo rakyat harus berani,0,neutral
6908,Pemerintah bodoh....rekrut mwntri 0 prestasi....jago ngerusak alam....,-1,negative
6909,Wajar,-1,negative
6910,"Kajian dampak lingkungannya bagaimana? Apakah dengan adanya tambang tersebut lebih menguntungkan untuk rakyat terutama rakyat sekitar?
Apakah perusahaan mampu mengatasi dampak buruk terhadap lingkungan?",0,neutral
6911,"bukannya PT. kawai sejahtera mining, salah 1 founding danantara????iNi kayak otag2 pemerintah juga. pura2 g tau, lalu sengja alihkan isu",-1,negative
6912,pasti otaknya opung ini,0,neutral
6913,"Sejak Pres. Ke-2 hingga sekarang di sana-sini gali, gali, galiii... Hancur alam NKRI dan Negara tetap di cap jadi Negara ke-3 dan rakyatnya semakin hidup susah, miskin... Harta milik rakyat dicuriiii... Sudah saatnya tidak lagi beri izin tambang kerjasama dengan asing yg diuntungkan asing dan penyelenggara... Secepatnya kembalikan hasil bumi pertiwi hak rakyat... Tangkap adili para penjajah bangsa sendiri... 💯💪🇮🇩👍",-1,negative
6914,"Dilihat, untuk saat ini aku setuju dengan OPM",-1,negative
6915,Apakah LBP punya adil d situ ? Kalu bnar maka musibah bagi negeri ini,-1,negative
6916,"Ko ga di jaga lingkungan nya
Malah di keruk terus.",0,neutral
6917,"Niatnya meningkatkan kesejahteraan 4 pengusaha & pejabat korup
kalau tambang ditutup bagai mana dg uang suap yg diberikan kepenjabat he he hehehe",-1,negative
6918,Si Bahlil harus di revisi...ntah knapa Prabowo kok biar aja punya Mentri kaya Bahlil..,-1,negative
6919,"bumi ini sudah kotor dan rusak
jangan kalian merusaknya lagi😊😊",-1,negative
6920,Pak prabowo kmna aje?,0,neutral
6921,Pantas UUD perampasan aset dan pemiskinan tidak pernah di setujui,-1,negative
6922,JANGAN RUSAK ALAM KAMI,-1,negative
6923,"Satu kata
Rakusssssssssssssssssss",-1,negative
6924,"Seharusnya KKB Melakukan tindakan ke hal2 seperti ini, bukannya membunuh sesama. 
Tapi menuntut hal2 kemanusiaan",-1,negative
6925,Hancur alam Papua.kasihan sekali.,-1,negative
6926,Di Papua kroni Mul selalu menang klo pemilu,-1,negative
6927,"Paling gak ada yg berani nglarang. Wong yg nglarang dapat jatah . Jika di tangkep pasti hanya kroco nya saja yg di tangkep
Buktikan.",-1,negative
6928,"Penggusuran 
Indonesia lagi jalan mundur bukan jalan maju",-1,negative
6929,Menteri ESDM saat itu Ignasius Jonan,-1,negative
6930,Wowo mn wowo. Woy..,0,neutral
6931,"Kirain gw raja ampat itu d lindungi negara tp nyatanya, bisa d hancurkn jg oleh penguasa mustahil pemerintah tdk tau..",-1,negative
6932,Masyarakat indonesia harus bergerak kalau enggak indonesia hancur,-1,negative
6933,Kejammmmnn 😢 tidak cantik lagi,-1,negative
6934,tambang doank di mana mana duitnya kemana cuma buat foya foya tikus got rakyat tetep sj serba mahal,0,neutral
6935,"Gua bingung banyak yang ngadu ke presiden, lah wong ini tambang mereka yang ACC.
Pemerintah yang megang pulpen woy 😆😂",-1,negative
6936,Indonesia negara terkaya sumber daya alamnya tpi rakyat nya ttp miskin dan gk bisa menikmati kekayaan negeri ini krn rakus nya para penguasa dan pejabat nya..... Owh negeriku kau telah d gadaikan oleh para manusia2 yg rakus dan serakah.... 😮😊,1,positive
6937,YANG NIKMATIN ORANG ELIT DAN SGKINTIR ORANG KAYA  DAN PASTINYA ASING CINA,-1,negative
6938,Sakit hati aku.... Manusia manusia laknat dan serakah yang suka teriak nkri harga mati. Harga mati untuk mereka jual,-1,negative
6939,"GUBERNUR PAPUA,SULAWESI TENGAH JADI PLONGA PLONGO DI TANAH SENDIRI GEHARA UMNIBUSLOW CIPTAAN JOKOWIDODO SMUA IJIN TAMBANG DI KUASAI PUSAT,SEHINGGA KEUNTUNGAN HANYA DINIKMATI OLEH OLIGARKI DAN PENGUASA,DAN PEMERINTAH DAERAH DAN RAKYAT HANYA JDI PENONTON SETIA,ALAMNYA DI RUSAK DAN HATI RAKYAT SGT SAKIT....GUBERNUR HANYA JADI TUAN TANAH YG OMPONG...!!UNBUSLOW HARUS DI CABUT,DAN KEMBALIKAN SMUA KE ASALNYA BIARKAN DAERAH MENIKMATI KEKAYAAN ALAMNYA UTK PEMBANGUNAN DIDAERAHNYA MASING MASING",-1,negative
6940,"Pantesan papua pengen merdeka ,, pemerintah na rakus , oke gas oke gas",-1,negative
6941,"Bobrok sudah pengusaha  ,  mentr cuma cari duit tanpa mikir anak cucu yg akan datang, manusia rakus  bagus disangsi seberat beratnya",-1,negative
6942,Tutup tambang nikel Raja 4,-1,negative
6943,"Tutup saja,
Papua bukan hasil kekayaan dari pemerintah Indonesia",-1,negative
6944,"Mereka sudah benar"" gila tingkat tinggi",-1,negative
6945,Hebat green place ya gitu supaya GAK RUSAK DAERAHNYA,1,positive
6946,"Woi presiden buta, kenapa tidak liat perusahan yg merusak alam yg SE indah itu",-1,negative
6947,Almarhum pak muchtar basri sudah gomong siapa pelaku tambang nikel ini.,-1,negative
6948,"Kalau pemerintah mau mensejahterakan rakyat dari hasil tambang yang dikelola sendiri bisa mensejahterakan rakyat Indonesia, tapi kenyataannya rakyat malah ......😊",-1,negative
6949,Kasihan warga Papua miskin namun SDA nya dikeruk abis sama elit politik. wajar masyarakat asli Papua marah!,-1,negative
6950,Pejabat salain korup secara tidak langsung membuat pecah belah negara....,-1,negative
6951,Ayo OPM perang saja sm pemerintah tembah itu pejabat indonesia terutama bahlul dan luhut,-1,negative
6952,"Di indonesia itu , di pimpin oleh pejabat pejabat serakah dan rakus .
 Pulau pulau di perjual belikan .
.
 Pemimpin indonesia sangat buruk,  dari orang nomer 1 dan pengikutnya serakah pada tanah air indonesia .

 Remok kabeh remok kabeh indonesia.
Ora presiden ora mentri mentrine .
Kelakuane serakah",-1,negative
6953,Buat apa buka tambang di raja ampat kalau papua engak maju. Terus uang ya terus menerus di makan oleh koropsi,-1,negative
6954,Lgsng ke area aja tutup atau blokir akses nya😮,-1,negative
6955,NAWACITA sudah terbukti GATOT! Begemana ASTACITA?,0,neutral
6956,Itu semua ulah ESDM RI…dia yg harus bertanggingjawab,-1,negative
6957,"RAJA EMPAT AKAN HANCUR PORAK PORANDA ,KLO TAMBANG NIKEL TERUS DI LAKUKAN , HARUSNYA RAJA EMPAT ,DILINDUNGI,,DI JAGA ,AGAR MASIH ADA WILAYAH YG SEHAT EXSOTIS DAN ALAMI , JANGAN RUSAK RAJA EMPAT  JANYA KARNA KEUNTUNGAN  ORANG2 KAYA ,BOS2 BESAR YV PUNYA PABRIK,,NEGARA HARUS MENSTERILKAN RAJA EMPAT DARI  POLUSI DAN PRUSAKAN LINGKUNGAN",-1,negative
6958,"Woyy bangke rakyat lo bikin miskin tambang lo makan sendiri , tutup aja tutup",-1,negative
6959,Mul jgn pura2 bego tanggungjawab dia,-1,negative
6960,Korupsi jauh lebih haram dari Makan BABI bagi umat islam.,-1,negative
6961,"Dibelahan dunia mnapun prtambangan psti ada,yg pnting diawasi dan dievaluasi svr brkala,nmun klo udh ditetapkan sbg hutan lindung jlas planggaran",1,positive
6962,Penjarakan semua para pejabat d instansi nya...,-1,negative
6963,"Klau semua gunung dikeruk habis,,, tinggsl tunggu waktu,,, banjir, longsor, rob, gersang, kemiskinan,,,",-1,negative
6964,Pulau Jawa cuma ngerebut hasil bumi Kalimantan dan Papua semua di korupsi semua di mafia kan semua di monopoli Al Qur'an aja di langgar ayo Kalimantan dan Papua kita harus merdeka' pulau Jawa gak ada sumber daya mereka itu perampok 🤧🤧🤧,-1,negative
6965,Sekarang baru sadar mentri susi gak di pakai karna ini..ada yg panas.,-1,negative
6966,"Nggak Jelas profillnya, nggak jelas manusia pemiliknya, jual kecap saja",-1,negative
6967,Satu jawaban bagi perusak alam raja ampat yaitu hukuman mati dengan aturan hukum alam...### raja ampat###,-1,negative
6968,"PERNAH DENGER/INGAT GK JUDUL LAGU ""MALING TERIAK MALING"" ?? YA INILAH BUKTINYA. DIHATI MEREKA BILANG MASA BODOH AMAT KALIAN SEMUA MISKIN. YG PENTING SAYA & DAN ANAK ISTRI BERKECUKUPAN, HIDUP ENAK MAKAN UANG HASIL KORUPSI.💥🔥",-1,negative
6969,APA ITU TAMBANG NIKEL RAJA AMPAT? 😂 HANYA BERAPA % DARI BESARNYA NIKEL DI MOROWALI ITU 😂😂,-1,negative
6970,Menteri bahlil ini di berhentikan saja menteri kok seperti ini model,-1,negative
6971,siapa lagi kalau ngga pengusa tertinggi,-1,negative
6972,Titup saja ...tambang hanya menyuburkan korupsi dan untuk lierkaya pejabat serta meadaan rakyat tetep miskin,-1,negative
6973,TETAPLAH GOBLOKK KONOHAAA....BIAR HANCURR TANAHMUUU D RUSAKKK,0,neutral
6974,"PSPK,,,,, proyek strategis para konglomerat",1,positive
6975,Percuma tambang tambang di expo.....tetep aja ...ga bakal rakyat.  Miskin jadi berkurang.  Tetep aja org miskin bertambahhh.,-1,negative
6976,"Perusahaan takan berjalan tanpa ada pemberi ijin dari pemerintah, kocak sih pemerintah kita.",-1,negative
6977,Indonesia salah pilih Pemimpin dengan BANSOS,-1,negative
6978,Presiden nya lembek.....,0,neutral
6979,"Lingkungan rusak parah RAKYAT TETAP MISKIN HENTIKAN PENAMBANGAN RAJA AMPAT HAIII WO, WO WO",0,neutral
6980,"Ini akibat org Jawa pemimpin nya papua sengaja di begoin agar tdk berontak merdeka, diperas sda nya",-1,negative
6981,"Kalou melanggar uu tambang yg merusak situs wisata,biota laut,harus dihukum,didenda,ditutup tambangnya,disuruh memperbaiki.",-1,negative
6982,"Pejabat yg tamak,,,,bikin lingkungan tdk asri lagi,,",-1,negative
